xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoff
0.51,0.51,0.5,301956.0,2476.68,210.87,167.85,553.65,79.3,1386.75,1056.4,202.54,211.71,203.38,2504.0,991.0,1080.0,4575.0,211.0,142.0,29.0,559.0,47.0,1100.0,1436.0,2293.0,3284.0,850.0,2279.0,1802.0,404.0,420.0,2680.0,664.0,151.0,77.55,79.25,54.07,75.0,81.0,55.0,4594.4,3495.0,3507.09,196.0,36.92,28.85,30.98,214.07,214.58,208.52,2400.03,204.58,166.07,537.79,77.35,1377.79,1028.7,197.92,204.41,197.78,2427.0,1012.0,970.0,4409.0,196.0,147.0,30.0,491.0,65.0,1160.0,1380.0,2231.0,3243.0,834.0,2283.0,1924.0,424.0,579.0,2678.0,603.0,158.0,77.73,70.68,56.16,68.0,72.0,56.0,4401.74,3439.0,3436.4,275.0,36.94,32.33,32.64,205.94,205.81,201.97,1
0.44,0.45,0.46,300490.0,2302.16,200.36,158.38,505.68,74.2,1307.79,980.65,194.27,200.01,194.01,2331.0,897.0,1027.0,4255.0,202.0,161.0,40.0,542.0,66.0,932.0,1325.0,2129.0,3026.0,891.0,2323.0,1810.0,514.0,512.0,2445.0,624.0,159.0,72.74,72.99,54.64,63.0,75.0,64.0,4245.1,3228.0,3224.49,287.0,34.86,35.67,36.82,198.33,198.2,194.58,2745.37,252.39,188.06,603.07,87.79,1528.76,1166.93,242.71,253.13,243.43,2802.0,1025.0,1403.0,5230.0,234.0,182.0,53.0,611.0,82.0,1235.0,1483.0,2568.0,3593.0,956.0,2335.0,1890.0,514.0,538.0,2914.0,680.0,233.0,88.32,80.53,83.54,76.0,65.0,93.0,5248.34,3827.0,3844.58,274.0,41.57,44.51,46.9,247.06,247.75,241.24,0
0.52,0.51,0.51,299905.0,2594.31,249.23,180.66,595.29,86.87,1438.78,1058.57,237.87,250.33,238.94,2604.0,1054.0,1209.0,4867.0,257.0,234.0,62.0,589.0,74.0,1222.0,1282.0,2347.0,3401.0,1067.0,2636.0,1934.0,563.0,810.0,2753.0,651.0,254.0,82.69,79.47,87.06,82.0,81.0,94.0,4899.46,3658.0,3682.7,377.0,40.3,56.22,59.3,227.23,227.89,222.13,2538.24,231.13,176.2,568.39,82.89,1417.46,1061.36,222.62,231.14,222.59,2571.0,1001.0,1062.0,4634.0,209.0,197.0,45.0,643.0,61.0,1096.0,1366.0,2362.0,3363.0,1012.0,2104.0,1997.0,576.0,755.0,2705.0,655.0,212.0,79.23,79.64,72.26,59.0,71.0,79.0,4608.21,3572.0,3551.74,348.0,39.5,37.81,39.28,229.07,228.94,223.59,1
0.48,0.5,0.5,300124.0,2466.64,215.86,170.49,555.79,79.45,1392.78,1019.62,209.34,216.78,210.23,2445.0,989.0,1097.0,4531.0,218.0,175.0,32.0,521.0,77.0,1093.0,1351.0,2227.0,3216.0,1206.0,2352.0,1760.0,547.0,548.0,2627.0,617.0,190.0,75.66,74.13,66.08,89.0,63.0,66.0,4537.46,3434.0,3444.05,289.0,38.0,36.99,37.55,216.31,217.14,213.51,2499.56,229.93,171.83,559.36,80.12,1389.81,1030.96,220.54,229.99,220.62,2474.0,988.0,1055.0,4517.0,218.0,157.0,32.0,530.0,73.0,1185.0,1299.0,2256.0,3244.0,1164.0,2464.0,1724.0,532.0,625.0,2575.0,681.0,206.0,75.5,81.36,73.07,73.0,80.0,65.0,4510.7,3462.0,3458.67,335.0,38.53,33.43,34.79,233.68,233.62,226.47,0
0.53,0.51,0.52,298160.0,2599.36,255.08,180.19,580.91,83.89,1402.98,1086.95,245.23,255.59,245.76,2589.0,1001.0,1199.0,4789.0,232.0,204.0,49.0,589.0,88.0,1111.0,1366.0,2357.0,3358.0,1260.0,2415.0,1807.0,559.0,664.0,2614.0,713.0,263.0,77.99,86.85,90.24,64.0,76.0,92.0,4801.21,3590.0,3598.04,436.0,40.17,47.75,48.9,246.35,247.0,241.29,2357.98,226.61,157.36,528.95,76.32,1292.35,988.47,218.14,227.17,218.65,2348.0,923.0,1254.0,4525.0,222.0,180.0,49.0,540.0,77.0,1025.0,1227.0,2126.0,3049.0,1197.0,2408.0,1686.0,615.0,683.0,2452.0,577.0,242.0,70.15,69.32,87.15,61.0,68.0,93.0,4516.98,3271.0,3268.43,422.0,35.03,43.84,44.41,217.18,217.46,212.13,1
0.57,0.56,0.57,300754.0,2734.11,248.64,186.06,596.08,88.41,1511.77,1150.05,240.59,251.38,243.28,2799.0,982.0,1198.0,4979.0,262.0,156.0,59.0,635.0,89.0,1160.0,1479.0,2537.0,3519.0,834.0,2340.0,1555.0,683.0,550.0,2813.0,755.0,213.0,82.13,90.43,76.09,77.0,96.0,89.0,5078.79,3781.0,3842.43,321.0,41.18,40.77,42.96,246.86,249.6,244.82,2033.46,190.17,140.55,451.26,67.44,1112.8,833.03,183.79,188.7,182.39,2058.0,741.0,1067.0,3866.0,203.0,142.0,40.0,427.0,56.0,852.0,1120.0,1855.0,2596.0,878.0,2126.0,1901.0,554.0,515.0,2055.0,567.0,177.0,61.67,69.77,58.73,69.0,72.0,62.0,3797.0,2799.0,2758.97,313.0,31.28,31.31,33.12,188.14,186.69,182.9,1
0.52,0.53,0.52,301952.0,2534.03,209.4,163.24,584.62,83.17,1394.14,1095.49,202.39,210.68,203.63,2599.0,932.0,1155.0,4686.0,196.0,132.0,32.0,595.0,78.0,1105.0,1425.0,2403.0,3335.0,877.0,2441.0,1935.0,387.0,475.0,2715.0,643.0,173.0,72.64,78.43,58.33,68.0,74.0,54.0,4712.18,3531.0,3543.06,247.0,35.85,31.42,34.53,210.67,211.83,207.46,2346.99,193.17,152.29,537.17,75.22,1275.61,1004.54,186.79,193.12,186.77,2445.0,793.0,972.0,4210.0,191.0,141.0,36.0,548.0,48.0,900.0,1410.0,2254.0,3047.0,855.0,2199.0,1904.0,472.0,575.0,2479.0,584.0,175.0,66.59,69.5,57.09,58.0,76.0,57.0,4200.68,3238.0,3241.15,319.0,33.52,33.93,34.93,191.77,191.68,188.3,1
0.53,0.52,0.53,299400.0,2357.2,214.02,156.69,530.76,76.54,1304.69,991.3,206.07,215.38,207.34,2459.0,815.0,943.0,4217.0,216.0,137.0,33.0,558.0,76.0,966.0,1321.0,2243.0,3058.0,793.0,2098.0,1600.0,486.0,695.0,2482.0,611.0,181.0,73.17,73.07,67.8,75.0,71.0,70.0,4245.95,3274.0,3297.33,354.0,34.53,31.94,33.94,214.61,215.65,211.1,2148.66,192.63,140.08,484.01,68.97,1159.91,915.39,185.71,192.45,185.56,2213.0,748.0,963.0,3924.0,186.0,135.0,29.0,392.0,42.0,863.0,1343.0,2027.0,2775.0,852.0,2146.0,1860.0,568.0,535.0,2199.0,578.0,184.0,63.73,68.2,60.69,68.0,54.0,64.0,3917.96,2961.0,2953.33,277.0,30.61,31.3,32.65,190.59,190.39,186.16,1
0.55,0.55,0.54,297571.0,2783.08,273.37,195.62,634.55,91.55,1519.19,1165.85,263.35,274.19,264.1,2813.0,1069.0,1370.0,5252.0,246.0,251.0,45.0,673.0,87.0,1301.0,1323.0,2567.0,3636.0,531.0,2482.0,2268.0,903.0,747.0,2796.0,801.0,285.0,81.93,97.99,93.46,78.0,77.0,91.0,5278.89,3882.0,3898.53,383.0,43.24,57.99,58.12,258.36,258.83,252.85,2319.59,222.29,161.84,517.36,75.31,1289.37,973.96,213.12,222.8,213.59,2399.0,843.0,1115.0,4357.0,228.0,184.0,39.0,462.0,84.0,1087.0,1197.0,2171.0,3014.0,535.0,2441.0,2158.0,761.0,753.0,2372.0,648.0,222.0,68.7,77.99,75.61,69.0,80.0,79.0,4352.13,3242.0,3239.99,460.0,35.39,43.45,43.45,214.12,214.42,209.63,1
0.49,0.51,0.51,299954.0,2603.41,232.38,169.6,593.27,86.86,1443.87,1133.08,224.86,232.77,225.29,2704.0,956.0,1083.0,4743.0,264.0,184.0,33.0,628.0,115.0,1134.0,1336.0,2440.0,3396.0,586.0,2524.0,1898.0,748.0,1231.0,2799.0,659.0,202.0,79.47,79.87,73.05,89.0,88.0,87.0,4750.5,3660.0,3670.0,695.0,37.48,39.5,39.56,230.24,230.55,226.43,2467.72,237.84,162.65,559.9,83.42,1369.28,1080.04,229.73,238.18,230.12,2513.0,982.0,1137.0,4632.0,273.0,197.0,37.0,579.0,104.0,1129.0,1213.0,2240.0,3222.0,654.0,2547.0,1867.0,746.0,1016.0,2583.0,674.0,238.0,75.01,81.1,81.74,89.0,95.0,89.0,4635.23,3495.0,3494.22,489.0,35.53,40.27,40.34,232.91,233.32,228.46,0
0.53,0.52,0.52,298859.0,2499.02,239.68,174.86,559.36,80.89,1404.08,1060.19,231.05,241.61,232.92,2594.0,926.0,1160.0,4680.0,244.0,185.0,41.0,562.0,92.0,1106.0,1331.0,2350.0,3276.0,569.0,2447.0,1611.0,685.0,601.0,2580.0,715.0,225.0,75.71,86.07,77.91,85.0,81.0,78.0,4724.7,3520.0,3549.05,373.0,38.42,42.27,42.27,235.78,237.59,232.23,2306.07,209.52,156.93,526.75,74.0,1279.58,974.42,203.26,209.45,203.17,2324.0,900.0,1131.0,4355.0,220.0,143.0,26.0,534.0,70.0,1030.0,1227.0,2104.0,3004.0,612.0,2306.0,1716.0,634.0,746.0,2400.0,632.0,192.0,67.62,75.66,66.24,69.0,79.0,72.0,4326.77,3224.0,3208.61,468.0,34.59,32.53,32.53,211.39,211.0,207.08,1
0.51,0.51,0.52,297205.0,2525.99,237.21,170.41,568.31,82.05,1380.77,1072.82,227.49,238.72,228.93,2590.0,973.0,1007.0,4570.0,256.0,175.0,36.0,584.0,112.0,1127.0,1309.0,2334.0,3307.0,486.0,2434.0,1741.0,619.0,604.0,2682.0,650.0,231.0,82.89,76.43,77.89,98.0,88.0,70.0,4606.32,3563.0,3588.56,266.0,36.9,38.51,39.44,231.09,232.4,227.45,2356.16,228.11,158.2,538.47,77.14,1295.82,1001.24,219.66,228.16,219.76,2418.0,909.0,1076.0,4403.0,231.0,187.0,29.0,613.0,86.0,955.0,1255.0,2187.0,3096.0,526.0,2410.0,1643.0,585.0,749.0,2462.0,655.0,210.0,73.91,79.15,75.05,89.0,87.0,55.0,4390.09,3327.0,3320.34,374.0,34.37,43.25,43.32,217.2,217.12,212.88,1
0.53,0.49,0.5,298890.0,2604.45,258.86,179.02,586.16,84.85,1426.27,1106.98,249.12,261.39,251.54,2732.0,912.0,1152.0,4796.0,271.0,215.0,42.0,569.0,99.0,1161.0,1329.0,2461.0,3373.0,599.0,2481.0,2362.0,633.0,822.0,2630.0,753.0,261.0,79.37,89.96,89.53,87.0,90.0,94.0,4873.18,3644.0,3688.3,406.0,39.28,46.49,46.49,251.51,253.62,248.7,2623.11,234.11,174.29,599.38,84.2,1440.92,1137.14,226.12,233.1,225.14,2726.0,945.0,1229.0,4900.0,238.0,203.0,25.0,593.0,89.0,1168.0,1380.0,2488.0,3433.0,588.0,2427.0,2444.0,566.0,780.0,2787.0,662.0,222.0,77.4,80.25,76.46,78.0,86.0,74.0,4846.31,3671.0,3647.55,402.0,38.17,40.72,40.78,231.44,230.51,225.9,1
0.47,0.48,0.49,300598.0,2366.58,202.46,155.82,545.77,78.64,1319.65,1043.99,196.58,202.38,196.52,2433.0,961.0,1132.0,4526.0,219.0,144.0,24.0,565.0,98.0,1014.0,1354.0,2214.0,3175.0,615.0,2403.0,1799.0,534.0,609.0,2670.0,540.0,184.0,72.29,65.7,64.47,91.0,62.0,66.0,4509.15,3394.0,3381.1,402.0,34.18,29.35,29.7,203.61,203.43,200.17,2529.04,232.4,173.01,571.06,83.09,1406.28,1070.54,223.7,234.31,225.56,2595.0,990.0,1231.0,4816.0,248.0,175.0,39.0,645.0,106.0,1097.0,1314.0,2347.0,3337.0,608.0,2454.0,1738.0,551.0,659.0,2705.0,662.0,218.0,79.08,81.11,72.2,100.0,76.0,72.0,4867.11,3585.0,3620.84,409.0,37.87,41.88,41.88,225.33,227.0,222.15,0
0.54,0.5,0.5,298774.0,2507.48,268.82,174.87,556.14,79.94,1390.98,1048.93,258.54,271.71,261.3,2620.0,981.0,1120.0,4721.0,319.0,180.0,35.0,453.0,157.0,1214.0,1278.0,2301.0,3282.0,695.0,2519.0,2114.0,570.0,703.0,2531.0,807.0,263.0,79.12,95.46,94.23,100.0,117.0,102.0,4813.29,3601.0,3656.16,371.0,38.58,37.88,37.88,264.03,267.03,260.47,2470.43,229.87,172.46,560.4,80.31,1382.59,1041.72,221.74,228.73,220.6,2634.0,910.0,1123.0,4667.0,221.0,182.0,34.0,534.0,149.0,1143.0,1315.0,2413.0,3323.0,675.0,2401.0,1841.0,639.0,762.0,2648.0,689.0,207.0,79.95,82.26,67.65,73.0,83.0,65.0,4605.69,3544.0,3507.89,440.0,38.27,36.58,36.62,226.36,224.71,219.67,1
0.47,0.46,0.46,300161.0,2282.4,217.89,153.99,514.8,74.47,1262.0,995.81,209.26,217.48,208.83,2392.0,855.0,1024.0,4271.0,221.0,179.0,37.0,518.0,74.0,1037.0,1218.0,2171.0,3026.0,724.0,2188.0,2128.0,667.0,1037.0,2414.0,624.0,209.0,68.25,75.28,74.36,86.0,63.0,72.0,4234.81,3247.0,3222.57,564.0,33.86,40.71,41.19,208.61,207.93,203.33,2629.07,246.68,179.91,598.8,86.74,1491.68,1161.59,236.57,248.04,237.89,2772.0,1042.0,1213.0,5027.0,267.0,211.0,42.0,557.0,93.0,1318.0,1368.0,2505.0,3547.0,643.0,2475.0,1823.0,640.0,998.0,2883.0,711.0,220.0,83.68,84.76,78.24,110.0,79.0,78.0,5077.94,3814.0,3848.48,517.0,39.65,44.57,45.83,237.17,238.43,232.48,0
0.52,0.53,0.53,299012.0,2669.47,239.88,177.88,608.93,87.07,1484.99,1133.23,231.83,241.71,233.6,2678.0,1054.0,1114.0,4846.0,257.0,154.0,32.0,610.0,96.0,1196.0,1419.0,2421.0,3475.0,693.0,2454.0,1874.0,714.0,806.0,2801.0,740.0,191.0,79.58,89.7,70.61,90.0,102.0,65.0,4895.77,3732.0,3761.43,345.0,39.11,33.08,34.19,244.8,246.48,240.32,2368.3,220.57,160.03,534.95,77.87,1305.5,1026.08,212.32,219.64,211.43,2416.0,909.0,1049.0,4374.0,212.0,155.0,39.0,558.0,68.0,1092.0,1240.0,2204.0,3113.0,691.0,2386.0,2172.0,947.0,1023.0,2449.0,675.0,201.0,68.6,80.98,70.99,72.0,69.0,71.0,4336.71,3325.0,3306.21,485.0,35.25,35.43,35.54,220.28,219.46,215.45,1
0.51,0.48,0.48,298990.0,2229.78,228.44,162.69,492.34,75.41,1270.46,952.8,220.51,229.71,221.74,2357.0,870.0,1099.0,4326.0,223.0,176.0,44.0,526.0,87.0,977.0,1238.0,2134.0,3004.0,570.0,2124.0,2030.0,556.0,950.0,2321.0,703.0,203.0,72.26,82.39,73.78,54.0,83.0,86.0,4359.52,3227.0,3252.49,487.0,35.51,36.59,36.63,224.25,225.38,220.38,2429.91,220.96,169.18,549.94,80.43,1384.06,1046.57,212.84,220.58,212.5,2534.0,948.0,1294.0,4776.0,191.0,175.0,36.0,571.0,69.0,1155.0,1321.0,2343.0,3291.0,587.0,2353.0,1853.0,526.0,933.0,2670.0,619.0,193.0,77.25,72.9,70.8,69.0,60.0,62.0,4735.03,3482.0,3453.88,513.0,36.97,40.9,41.07,214.72,214.11,208.82,1
0.51,0.49,0.5,298821.0,2497.7,235.46,171.02,568.56,82.66,1384.96,1078.47,223.92,236.5,224.91,2515.0,1008.0,1187.0,4710.0,209.0,211.0,20.0,585.0,94.0,1139.0,1285.0,2306.0,3314.0,541.0,2308.0,2024.0,578.0,698.0,2632.0,642.0,249.0,72.24,78.44,84.79,75.0,74.0,60.0,4716.41,3523.0,3525.24,402.0,37.75,45.04,45.05,228.04,228.85,222.74,2511.42,224.55,171.38,572.9,83.22,1393.33,1096.95,216.63,224.45,216.58,2524.0,1023.0,1287.0,4834.0,220.0,197.0,33.0,562.0,94.0,1190.0,1284.0,2304.0,3327.0,594.0,2509.0,2095.0,517.0,925.0,2665.0,676.0,206.0,73.33,81.78,69.42,79.0,78.0,63.0,4829.36,3547.0,3547.83,509.0,37.57,42.53,42.7,219.09,219.13,214.9,0
0.48,0.49,0.49,298000.0,2482.16,228.03,169.46,568.3,81.32,1410.59,1068.43,219.67,229.73,221.32,2557.0,971.0,1136.0,4664.0,270.0,180.0,44.0,574.0,79.0,1189.0,1236.0,2287.0,3258.0,651.0,2464.0,1841.0,624.0,756.0,2682.0,630.0,216.0,75.71,75.49,76.83,97.0,87.0,86.0,4696.44,3528.0,3554.75,589.0,37.27,39.94,39.94,225.23,226.66,221.98,2640.6,243.51,180.08,606.12,86.58,1466.97,1130.81,233.42,243.17,233.03,2736.0,979.0,1186.0,4901.0,243.0,214.0,39.0,557.0,100.0,1186.0,1415.0,2493.0,3472.0,637.0,2396.0,1644.0,576.0,871.0,2816.0,649.0,250.0,79.84,79.04,84.62,81.0,81.0,81.0,4879.0,3715.0,3698.79,663.0,39.7,46.23,46.39,236.76,236.24,230.35,1
0.56,0.55,0.55,297475.0,2895.1,286.82,195.7,674.89,96.72,1576.4,1205.46,274.67,287.19,275.03,2823.0,1213.0,1311.0,5347.0,243.0,289.0,37.0,655.0,100.0,1361.0,1388.0,2580.0,3793.0,579.0,2435.0,2072.0,888.0,910.0,2910.0,840.0,286.0,85.14,103.48,98.19,82.0,83.0,78.0,5369.1,4036.0,4055.64,430.0,43.1,54.85,54.85,275.08,275.46,268.71,2372.79,225.56,157.27,538.82,77.79,1277.96,1030.74,218.02,225.58,218.05,2341.0,969.0,1043.0,4353.0,221.0,176.0,27.0,484.0,76.0,1064.0,1289.0,2120.0,3089.0,598.0,2533.0,1979.0,700.0,944.0,2449.0,654.0,207.0,72.7,80.24,72.63,56.0,97.0,68.0,4332.93,3310.0,3292.89,512.0,34.57,37.23,37.71,222.28,222.02,217.73,1
0.52,0.5,0.51,298086.0,2529.94,232.76,174.1,571.72,81.92,1395.43,1048.27,223.61,232.52,223.43,2547.0,960.0,1171.0,4678.0,210.0,215.0,38.0,570.0,65.0,1159.0,1288.0,2337.0,3297.0,606.0,2396.0,1591.0,565.0,511.0,2625.0,654.0,228.0,73.04,79.69,80.03,62.0,67.0,81.0,4661.49,3507.0,3493.94,295.0,37.98,46.06,46.06,224.48,224.14,219.5,2406.5,211.57,164.35,549.41,77.4,1363.52,1047.83,205.2,212.76,206.36,2412.0,1003.0,1219.0,4634.0,233.0,151.0,27.0,538.0,90.0,1072.0,1331.0,2179.0,3182.0,622.0,2459.0,1569.0,484.0,605.0,2631.0,608.0,176.0,70.25,72.54,68.77,90.0,70.0,73.0,4666.16,3415.0,3442.77,345.0,35.97,30.25,30.3,217.17,218.3,214.13,0
0.52,0.52,0.51,297490.0,2817.77,268.46,197.58,638.17,92.32,1582.11,1194.54,256.93,270.2,258.55,2739.0,1237.0,1408.0,5384.0,286.0,203.0,40.0,629.0,106.0,1338.0,1414.0,2453.0,3690.0,456.0,2629.0,1421.0,695.0,1002.0,2929.0,808.0,239.0,85.7,97.0,85.76,109.0,95.0,82.0,5426.81,3976.0,4002.41,640.0,43.44,42.64,43.19,268.58,269.93,263.32,2730.2,245.07,184.26,629.52,88.44,1532.96,1164.79,235.74,245.43,236.11,2716.0,1130.0,1112.0,4958.0,249.0,188.0,38.0,624.0,92.0,1242.0,1451.0,2467.0,3597.0,491.0,2330.0,2080.0,611.0,1028.0,2902.0,727.0,217.0,84.06,86.55,74.46,82.0,88.0,79.0,4940.63,3846.0,3844.63,647.0,39.94,43.87,43.87,241.09,241.5,236.08,1
0.48,0.48,0.48,298058.0,2312.72,221.53,160.23,520.46,75.24,1294.45,992.2,213.9,220.73,213.14,2392.0,888.0,1142.0,4422.0,229.0,172.0,35.0,559.0,75.0,1089.0,1156.0,2163.0,3051.0,632.0,2327.0,2191.0,664.0,968.0,2439.0,636.0,205.0,73.21,76.97,71.35,74.0,85.0,70.0,4397.88,3280.0,3267.42,568.0,34.97,41.18,41.25,214.22,213.55,209.44,2521.61,242.32,172.33,578.2,82.87,1396.1,1059.34,232.43,244.26,234.27,2596.0,952.0,1174.0,4722.0,271.0,198.0,34.0,626.0,70.0,1144.0,1239.0,2325.0,3277.0,581.0,2483.0,1879.0,699.0,908.0,2625.0,702.0,221.0,79.07,84.83,78.43,100.0,97.0,74.0,4761.91,3548.0,3574.49,497.0,37.61,43.25,43.26,235.57,237.41,231.55,0
0.48,0.48,0.48,299064.0,2421.57,216.69,157.66,553.77,79.4,1340.38,1043.16,208.27,216.03,207.61,2489.0,903.0,947.0,4339.0,219.0,170.0,33.0,560.0,89.0,1050.0,1304.0,2270.0,3173.0,651.0,2419.0,1924.0,630.0,744.0,2535.0,662.0,195.0,71.62,79.34,65.73,79.0,73.0,67.0,4306.86,3392.0,3373.47,419.0,34.79,39.1,39.1,212.31,211.45,206.56,2599.89,232.99,167.67,598.35,85.56,1440.53,1107.15,226.04,234.55,227.59,2593.0,1043.0,1156.0,4792.0,271.0,165.0,38.0,634.0,123.0,1181.0,1262.0,2322.0,3365.0,662.0,2481.0,1721.0,623.0,681.0,2761.0,679.0,196.0,79.92,82.34,70.74,104.0,87.0,80.0,4845.71,3636.0,3668.64,347.0,36.39,34.31,34.31,234.82,236.25,232.05,0
0.48,0.49,0.49,298670.0,2521.69,233.53,169.77,567.51,81.47,1411.28,1100.77,224.23,235.84,226.52,2493.0,1076.0,1136.0,4705.0,274.0,163.0,32.0,598.0,93.0,1197.0,1244.0,2219.0,3295.0,653.0,2161.0,1884.0,688.0,960.0,2696.0,673.0,200.0,81.39,80.82,71.31,107.0,100.0,67.0,4765.72,3569.0,3609.76,575.0,37.05,35.57,35.61,234.64,236.92,230.23,2590.86,253.81,182.75,586.11,85.53,1432.63,1094.68,243.94,253.76,243.82,2585.0,1058.0,1234.0,4877.0,248.0,238.0,36.0,557.0,69.0,1210.0,1321.0,2337.0,3395.0,607.0,2562.0,1699.0,761.0,777.0,2620.0,768.0,255.0,74.36,94.28,85.17,80.0,83.0,85.0,4838.82,3643.0,3619.27,498.0,40.37,45.49,45.49,248.17,247.72,241.82,1
0.46,0.48,0.48,298844.0,2372.78,211.4,158.65,551.74,78.35,1309.77,1012.13,204.4,209.99,203.03,2358.0,979.0,1152.0,4489.0,199.0,208.0,35.0,512.0,74.0,1032.0,1312.0,2159.0,3138.0,577.0,2410.0,1907.0,428.0,856.0,2498.0,638.0,201.0,68.82,78.9,63.68,64.0,72.0,63.0,4428.61,3337.0,3301.15,633.0,34.85,42.18,42.31,202.89,201.61,197.86,2595.29,244.85,174.36,591.21,84.18,1443.48,1118.08,235.19,247.69,237.98,2578.0,1095.0,1168.0,4841.0,259.0,215.0,41.0,622.0,92.0,1172.0,1313.0,2319.0,3414.0,565.0,2366.0,1546.0,512.0,773.0,2761.0,674.0,238.0,78.53,80.19,86.13,85.0,90.0,84.0,4919.66,3673.0,3727.59,523.0,38.16,47.57,47.57,234.33,237.07,232.06,0
0.44,0.47,0.46,298320.0,2311.77,197.76,154.2,533.04,76.78,1298.75,1015.47,191.62,197.02,190.89,2273.0,1003.0,1115.0,4391.0,196.0,148.0,31.0,532.0,82.0,1017.0,1301.0,2077.0,3080.0,648.0,2395.0,1900.0,564.0,930.0,2542.0,566.0,168.0,70.91,67.48,59.37,69.0,69.0,58.0,4345.83,3276.0,3257.28,511.0,33.43,33.32,33.95,197.25,196.37,192.26,2723.6,252.81,190.31,622.83,91.43,1532.86,1161.88,241.62,254.81,243.58,2726.0,1128.0,1195.0,5049.0,248.0,246.0,45.0,606.0,96.0,1325.0,1333.0,2478.0,3606.0,533.0,2268.0,1833.0,629.0,992.0,2889.0,728.0,237.0,83.48,87.86,81.47,81.0,87.0,80.0,5105.32,3854.0,3882.03,540.0,42.08,51.68,51.69,243.06,244.81,238.75,0
0.51,0.53,0.53,297463.0,2723.73,237.12,182.65,635.51,89.38,1509.0,1172.59,229.14,238.24,230.25,2794.0,1036.0,1447.0,5277.0,246.0,200.0,29.0,647.0,90.0,1252.0,1395.0,2548.0,3584.0,602.0,2436.0,2200.0,603.0,1031.0,2921.0,691.0,218.0,79.67,84.64,72.81,86.0,91.0,69.0,5313.42,3830.0,3851.64,794.0,39.69,39.96,39.96,236.58,237.94,233.06,2474.14,225.2,166.98,570.47,80.22,1362.44,1050.81,217.88,224.82,217.5,2550.0,908.0,1169.0,4627.0,236.0,167.0,40.0,610.0,89.0,1133.0,1223.0,2314.0,3222.0,589.0,2496.0,1998.0,670.0,1065.0,2581.0,656.0,221.0,72.63,78.65,73.93,84.0,78.0,74.0,4614.0,3458.0,3450.68,789.0,36.81,35.79,35.91,225.96,225.7,221.07,0
